soil_ph,soil_moisture,nitrogen,phosphorus,potassium,temperature,humidity,crop,irrigation_mm
7.93,25.56,72,70,43,27.26,77.19,Wheat,61.74
5.8,47.78,51,32,123,18.51,47.52,Wheat,42.74
5.5,54.43,128,28,26,28.84,74.65,Sugarcane,95.81
6.87,12.13,44,45,52,16.99,30.9,Cotton,85.58
6.45,27.14,80,76,84,35.29,78.19,Rice,94.1
7.25,23.8,126,17,85,42.09,79.82,Sugarcane,136.89
7.14,26.43,51,72,74,18.41,44.39,Sugarcane,129.94
8.5,50.3,30,19,49,16.09,80.61,Sugarcane,101.74
8.04,36.74,20,12,58,38.49,43.62,Sugarcane,138.96
7.69,15.05,134,58,57,34.87,69.67,Sugarcane,140.87
5.68,45.29,43,17,115,20.97,46.93,Sugarcane,124.75
6.36,18.09,40,69,108,29.81,63.77,Maize,48.86
6.99,37.35,106,35,124,29.59,30.1,Maize,56.55
8.2,24.31,119,63,82,28.05,63.76,Maize,53.67
6.15,57.03,129,12,17,25.04,42.69,Maize,23.98
7.45,43.67,62,32,51,36.13,74.69,Sugarcane,116.07
6.57,17.26,19,34,104,20.59,92.69,Cotton,70.98
5.78,48.45,64,8,48,35.76,77.45,Rice,83.65
5.87,18.48,80,58,108,42.11,42.72,Sugarcane,143.23
8.42,50.51,31,31,86,18.49,87.97,Rice,71.9
8.03,42.02,119,34,111,17.27,70.38,Cotton,52.7
6.24,55.16,86,48,83,15.75,45.28,Sugarcane,114.27
5.9,31.87,141,26,10,44.57,64.55,Sugarcane,125.18
7.67,15.65,95,63,128,38.4,88.66,Rice,109.54
6.71,41.7,148,18,17,31.4,53.14,Rice,91.43
7.88,41.68,112,65,21,25.35,89.99,Wheat,41.75
6.26,48.54,93,27,13,43.37,48.53,Wheat,57.35
5.97,59.63,75,27,142,21.95,65.76,Rice,76.07
6.8,39.21,61,76,65,32.84,54.38,Sugarcane,124.28
6.7,17.94,149,12,128,27.41,81.95,Wheat,53.57
6.11,50.8,83,34,47,20.43,79.89,Wheat,42.4
8.4,28.04,56,27,85,19.17,65.73,Sugarcane,114.17
6.81,35.94,27,45,37,25.34,82.15,Cotton,59.17
6.93,55.23,83,21,18,30.9,38.82,Sugarcane,119.06
7.81,29.94,43,26,75,17.84,44.56,Rice,102.42
7.63,54.82,59,65,40,37.95,94.07,Cotton,55.05
7.33,44.38,77,16,71,27.71,92.44,Rice,75.12
6.14,59.87,146,48,63,26.91,88.96,Maize,30.69
5.78,41.58,37,20,63,39.95,84.17,Maize,42.46
5.99,37.49,128,32,120,34.76,31.94,Maize,42.46
6.92,10.91,28,32,23,39.86,68.24,Wheat,73.98
5.8,26.2,50,9,27,26.25,63.0,Cotton,64.96
8.45,44.23,78,17,13,36.48,76.14,Sugarcane,123.41
7.28,27.86,134,48,14,15.62,55.91,Rice,92.88
8.01,58.81,96,59,67,26.39,30.62,Sugarcane,120.33
7.31,51.08,116,17,61,41.14,72.52,Maize,36.69
8.03,23.07,131,37,137,21.38,73.73,Rice,100.64
5.85,13.08,99,48,125,34.23,51.28,Wheat,80.36
7.1,14.9,130,79,88,27.84,74.88,Rice,102.18
7.31,17.05,25,27,146,24.01,51.82,Cotton,78.45
6.54,41.46,51,22,135,20.12,72.86,Cotton,50.57
7.65,18.58,13,55,137,16.02,64.35,Maize,56.65
6.91,57.67,56,70,137,18.32,87.53,Cotton,43.08
6.34,20.5,137,67,144,24.45,64.06,Maize,55.12
8.5,26.12,65,33,9,40.42,40.31,Wheat,67.65
5.91,40.74,112,33,90,37.23,43.47,Rice,96.4
6.15,37.13,19,52,48,42.12,31.31,Sugarcane,140.24
5.59,18.27,94,45,102,34.78,88.08,Sugarcane,130.57
7.79,50.6,29,66,67,29.18,83.51,Sugarcane,109.26
5.78,43.86,116,6,11,34.87,37.89,Rice,91.77
5.65,14.96,108,72,70,29.74,71.14,Sugarcane,140.44
5.61,54.91,102,6,38,39.08,65.36,Sugarcane,116.12
6.42,21.13,106,79,112,42.17,33.49,Cotton,82.94
5.75,44.93,63,7,50,19.09,51.6,Wheat,50.72
7.61,57.75,32,20,100,35.83,87.39,Maize,21.92
6.39,25.0,71,21,106,41.71,85.07,Cotton,68.07
5.95,28.89,68,74,64,40.54,42.02,Cotton,71.17
5.81,13.72,80,48,88,17.95,49.99,Rice,108.53
8.21,30.54,20,37,106,44.54,94.28,Rice,102.01
7.31,45.46,24,70,34,43.8,75.32,Sugarcane,118.94
5.79,18.44,97,36,50,15.36,92.1,Rice,101.45
6.99,51.81,43,42,131,33.47,94.83,Sugarcane,105.36
6.62,54.94,50,25,145,28.48,41.92,Wheat,37.59
5.78,23.94,35,65,129,21.65,82.33,Rice,97.18
6.25,18.39,65,7,102,16.09,62.24,Maize,50.29
6.15,10.47,51,30,73,19.06,67.68,Sugarcane,141.73
6.68,16.88,135,54,84,29.06,42.72,Maize,67.22
5.78,57.2,86,5,103,23.86,88.19,Sugarcane,102.58
7.64,29.82,53,69,61,39.46,66.12,Maize,45.15
8.33,55.46,124,30,141,33.05,73.87,Wheat,46.25
6.05,26.72,106,30,108,43.4,49.77,Wheat,68.67
5.58,13.19,137,11,145,19.27,63.78,Cotton,71.31
7.37,35.55,111,75,17,44.55,92.56,Rice,90.61
6.32,29.35,134,77,6,21.71,92.25,Cotton,57.48
8.41,49.74,19,63,114,32.41,63.8,Sugarcane,114.71
6.63,52.58,134,21,83,39.43,37.36,Sugarcane,133.53
7.62,30.54,35,11,38,39.79,87.81,Rice,91.57
7.24,25.64,137,64,68,31.2,42.76,Wheat,66.3
7.87,22.27,88,63,62,15.91,93.73,Cotton,59.61
5.84,17.11,97,15,92,17.21,92.22,Rice,106.83
6.45,40.59,143,79,43,26.19,39.8,Wheat,56.92
8.43,39.22,92,62,6,17.74,36.75,Sugarcane,132.09
7.87,44.75,16,20,146,27.51,81.51,Cotton,54.63
8.34,10.49,48,53,31,38.36,87.9,Sugarcane,148.04
6.06,37.38,20,39,41,22.17,66.19,Cotton,59.53
7.63,25.16,79,31,14,40.18,75.7,Rice,108.12
5.83,45.72,51,8,140,43.53,58.63,Cotton,64.47
5.65,39.18,16,41,59,37.75,40.07,Rice,100.31
5.76,20.89,122,72,32,38.99,81.52,Cotton,77.77
7.59,54.3,110,16,105,43.48,94.36,Cotton,48.74
7.62,20.17,111,24,22,15.38,66.57,Wheat,60.25
6.91,22.98,33,16,8,36.75,64.85,Wheat,65.74
5.94,17.41,16,14,82,34.67,41.19,Wheat,76.43
5.83,10.01,148,18,35,41.14,55.33,Wheat,81.5
7.11,59.75,124,65,104,15.68,93.19,Maize,20.0
8.4,29.16,85,44,11,20.76,46.03,Cotton,65.86
5.52,30.71,82,76,137,29.17,48.64,Maize,56.88
8.46,22.49,11,32,143,34.8,66.52,Maize,63.71
6.72,37.41,43,14,69,21.07,36.67,Sugarcane,120.61
7.06,59.41,127,8,27,26.58,52.07,Rice,82.22
5.56,48.75,60,7,59,27.6,49.81,Maize,35.42
5.78,15.72,101,63,17,19.04,78.27,Rice,104.15
6.78,18.59,86,49,66,35.14,55.02,Sugarcane,138.28
5.83,34.19,128,23,16,39.61,94.85,Wheat,50.04
7.93,33.45,138,46,97,37.09,36.63,Rice,101.1
5.61,25.84,37,22,36,26.72,82.92,Maize,42.31
6.49,53.61,77,22,37,22.74,44.54,Maize,40.75
6.61,18.31,44,10,95,33.97,44.61,Wheat,75.72
7.57,53.76,144,41,93,17.86,42.16,Cotton,47.67
7.49,33.83,58,60,38,20.31,65.34,Wheat,51.98
5.65,59.44,77,16,129,43.05,77.42,Wheat,42.29
7.01,39.67,34,35,38,41.52,61.66,Wheat,46.27
6.6,36.3,54,22,36,32.35,49.5,Rice,90.87
7.76,15.11,47,5,146,41.72,76.89,Sugarcane,138.04
7.13,16.25,32,77,38,30.04,80.91,Rice,100.73
6.45,35.81,102,27,75,24.16,57.51,Cotton,63.32
7.2,10.08,76,36,77,40.63,39.88,Wheat,76.52
5.57,34.73,78,73,65,40.0,45.58,Cotton,71.26
5.71,10.53,63,46,40,30.82,36.49,Rice,120.52
6.85,26.31,66,37,14,21.9,38.76,Rice,101.36
5.73,21.52,125,41,134,29.35,56.5,Cotton,79.78
8.41,19.0,46,31,88,17.88,92.68,Wheat,56.79
5.69,26.24,21,18,10,15.05,68.34,Rice,97.85
6.37,18.39,128,62,52,34.33,38.96,Wheat,74.41
7.6,19.47,137,46,114,22.89,71.62,Rice,100.28
7.35,29.27,55,52,11,33.18,43.69,Maize,55.05
6.13,13.8,107,11,51,27.83,79.47,Rice,106.43
8.41,33.88,23,36,56,39.84,42.96,Cotton,60.31
7.49,13.2,73,41,130,34.61,92.19,Cotton,82.3
8.33,57.21,130,7,96,23.39,68.35,Rice,72.66
7.2,27.67,110,37,82,20.35,59.96,Maize,45.11
6.83,53.66,15,23,80,17.02,72.28,Maize,39.02
5.64,48.77,111,8,140,21.85,91.49,Wheat,36.92
6.01,46.62,129,68,71,18.04,36.62,Wheat,57.45
5.96,33.61,27,64,90,40.18,58.96,Wheat,63.99
7.57,34.26,16,17,135,35.09,94.31,Wheat,51.59
6.6,44.11,111,76,110,40.18,79.59,Sugarcane,125.9
5.86,22.28,128,61,56,32.54,36.08,Cotton,81.41
7.62,10.95,37,52,102,33.5,76.18,Sugarcane,138.01
6.42,52.69,84,34,73,18.28,49.62,Wheat,42.61
7.38,30.79,148,50,73,44.6,50.19,Cotton,75.87
7.06,36.8,120,17,40,35.28,56.77,Sugarcane,126.0
7.63,55.46,57,70,8,27.41,72.07,Maize,32.18
6.27,31.74,32,34,66,32.77,67.81,Cotton,69.19
6.76,15.74,71,53,120,19.01,69.95,Rice,103.74
7.23,33.71,20,64,7,24.7,30.63,Wheat,49.21
7.94,49.88,57,12,31,44.64,75.42,Wheat,51.78
6.64,30.59,124,77,85,33.48,66.05,Rice,103.7
7.43,49.86,45,64,128,20.5,38.04,Cotton,58.57
6.96,17.97,106,40,14,30.77,32.37,Sugarcane,136.77
5.66,41.77,37,10,65,18.08,57.07,Sugarcane,111.73
5.6,22.75,71,32,84,27.46,57.82,Wheat,69.14
6.15,15.15,11,54,146,23.39,50.65,Cotton,78.13
5.61,55.65,102,48,31,29.03,74.42,Rice,72.95
7.48,40.44,36,23,32,15.62,44.11,Maize,40.44
7.84,19.71,120,13,27,15.8,38.24,Cotton,79.55
6.97,32.65,63,35,32,43.58,62.49,Maize,51.55
6.26,47.94,102,16,20,16.71,51.59,Cotton,47.13
8.11,35.82,11,25,146,15.01,51.37,Wheat,58.5
6.15,29.43,109,24,20,42.65,53.4,Cotton,67.89
5.78,32.68,47,23,78,39.61,31.93,Rice,113.05
6.39,50.59,54,46,55,41.66,42.93,Rice,95.34
8.21,21.14,142,67,90,37.84,63.15,Maize,55.55
6.87,39.21,125,34,52,35.84,90.24,Rice,91.49
7.59,10.72,65,62,126,24.84,37.34,Cotton,82.71
6.53,42.24,114,14,138,27.13,33.41,Cotton,71.58
8.4,24.9,42,35,139,27.26,58.78,Rice,109.23
6.26,10.06,39,64,28,24.68,60.75,Maize,65.93
8.03,54.96,18,26,131,39.54,78.02,Maize,27.14
5.92,27.38,24,71,77,18.12,69.43,Maize,47.81
5.58,58.49,148,23,79,17.29,70.36,Sugarcane,96.91
6.52,46.65,120,23,78,17.58,43.31,Cotton,55.45
5.71,37.2,59,34,107,43.95,49.98,Wheat,72.85
7.67,47.28,103,56,146,36.14,45.85,Maize,54.82
6.85,18.96,142,75,144,42.51,74.6,Cotton,85.64
7.57,38.62,89,29,31,26.55,76.31,Wheat,53.17
8.07,55.11,81,26,100,29.86,46.63,Wheat,42.12
7.67,23.49,21,31,133,37.5,88.81,Sugarcane,133.43
5.89,21.44,45,27,133,16.25,49.17,Maize,49.39
8.21,18.71,120,52,109,18.19,51.41,Rice,101.54
6.0,14.55,143,46,31,20.62,69.19,Maize,51.65
8.2,12.36,66,24,24,42.86,73.14,Sugarcane,150.45
7.25,27.36,132,31,107,22.73,45.14,Rice,96.21
6.22,34.69,121,78,143,33.6,68.82,Cotton,64.48
6.22,35.83,49,34,63,35.99,31.93,Wheat,64.77
7.57,32.86,138,33,68,44.48,34.22,Wheat,65.56
7.97,49.48,27,33,118,39.67,43.91,Sugarcane,132.01
5.58,20.89,45,21,84,40.33,52.85,Cotton,77.34
6.48,44.43,126,9,6,27.5,85.92,Rice,88.41
8.41,16.46,69,60,122,21.39,54.4,Sugarcane,140.43
5.89,44.42,138,22,31,39.99,45.02,Wheat,61.08
7.04,44.06,92,28,49,33.06,93.22,Cotton,59.46
8.25,21.82,101,11,48,27.14,34.26,Sugarcane,137.0
8.34,26.9,82,6,35,15.59,50.57,Maize,47.66
6.61,49.75,23,63,24,35.39,39.97,Rice,89.12
6.18,24.28,143,61,76,22.24,84.3,Rice,85.07
6.74,45.47,103,45,34,41.7,31.5,Sugarcane,126.83
7.52,37.57,58,39,149,40.77,50.08,Sugarcane,122.94
8.09,19.77,149,50,76,22.93,38.63,Sugarcane,135.88
7.16,35.47,34,44,36,40.98,50.24,Maize,52.4
7.07,25.33,144,77,103,17.67,33.74,Wheat,61.19
6.98,25.78,64,10,127,23.66,87.04,Maize,52.85
5.56,50.7,129,41,129,34.22,35.83,Wheat,47.12
6.88,59.67,134,5,34,30.99,32.84,Rice,80.82
6.12,19.2,116,7,108,42.16,63.25,Rice,112.25
7.1,30.16,46,33,74,15.35,94.2,Maize,29.71
5.79,44.96,43,9,144,43.52,77.79,Cotton,69.77
8.41,15.28,134,68,97,40.58,56.37,Wheat,75.41
6.39,17.2,75,49,91,15.18,43.26,Wheat,62.15
6.98,32.9,149,17,85,40.95,88.86,Rice,97.97
6.34,10.74,38,30,72,17.79,92.46,Wheat,49.67
6.15,19.87,14,63,134,35.99,41.88,Rice,115.56
5.94,20.47,33,26,93,36.18,54.25,Maize,58.48
7.1,58.86,25,76,92,39.2,49.69,Cotton,52.72
8.18,16.63,135,55,22,39.57,48.59,Cotton,80.12
8.32,55.72,98,17,10,21.46,59.89,Maize,20.0
7.23,18.53,67,14,30,37.85,86.29,Maize,58.86
6.36,53.89,15,32,67,30.64,74.8,Maize,25.19
7.49,22.26,147,26,88,29.32,68.9,Cotton,70.16
5.59,59.48,138,38,65,43.91,33.61,Wheat,49.31
6.37,39.09,138,19,17,34.36,86.11,Maize,36.29
6.16,41.84,100,74,147,26.75,83.77,Sugarcane,113.6
8.3,35.21,48,58,58,37.76,78.96,Cotton,58.97
5.68,26.12,124,43,88,42.78,94.78,Rice,103.2
6.68,13.35,82,12,80,35.63,60.14,Cotton,88.5
7.76,29.91,11,69,90,44.17,72.64,Sugarcane,123.22
5.73,40.9,14,39,129,27.32,35.19,Sugarcane,127.62
7.39,14.95,78,41,6,41.13,31.78,Maize,67.34
5.94,45.0,29,47,47,18.76,45.37,Maize,37.96
7.53,38.84,139,30,29,44.97,47.77,Rice,95.83
6.49,12.25,117,32,46,27.23,43.81,Maize,64.39
7.58,22.23,130,24,75,25.36,82.47,Sugarcane,128.91
8.05,15.09,69,72,109,28.46,60.81,Maize,59.79
8.0,43.29,120,11,63,37.67,34.92,Maize,44.51
7.01,52.57,123,13,33,27.33,91.59,Sugarcane,96.6
6.22,16.12,85,62,138,26.19,71.36,Sugarcane,138.99
7.04,25.01,83,79,29,23.44,80.37,Maize,52.98
6.13,21.59,41,57,143,26.99,57.34,Wheat,77.48
6.07,40.7,22,18,119,31.72,66.03,Maize,37.25
7.56,26.65,110,62,43,28.33,47.71,Cotton,78.16
5.51,14.76,121,78,71,27.54,85.23,Rice,98.27
5.5,56.26,47,64,23,22.68,68.31,Wheat,31.8
7.01,51.98,38,10,123,41.31,75.38,Maize,42.17
5.8,59.21,25,8,111,36.74,71.62,Sugarcane,109.17
7.09,45.35,72,10,111,26.35,47.38,Wheat,54.16
6.94,51.69,126,14,98,21.81,66.4,Cotton,48.8
7.02,16.72,139,45,79,25.55,87.67,Wheat,66.13
5.68,58.61,37,28,86,20.61,72.52,Rice,70.79
5.99,15.53,38,75,94,35.01,86.03,Cotton,72.26
7.46,15.97,75,25,98,44.64,31.04,Cotton,95.81
6.8,10.26,76,14,77,35.04,40.57,Wheat,77.39
6.84,10.64,122,15,48,25.02,72.49,Sugarcane,145.65
7.5,35.44,32,41,130,18.48,41.84,Wheat,49.81
6.24,13.16,129,47,92,17.81,83.3,Maize,48.77
6.24,17.59,41,6,14,32.06,92.51,Rice,111.53
7.41,32.0,32,64,10,30.44,83.95,Maize,42.99
7.32,40.47,107,62,90,15.82,77.67,Sugarcane,115.64
7.85,45.02,71,17,14,41.85,74.3,Maize,43.52
8.39,25.71,18,45,29,39.66,81.42,Maize,51.16
8.45,33.26,47,36,105,32.36,90.72,Wheat,57.02
6.49,22.54,90,39,103,25.1,34.31,Maize,70.34
7.82,45.76,85,63,13,20.88,78.69,Rice,75.01
5.58,58.53,74,79,137,41.63,64.32,Wheat,39.65
5.59,28.26,61,70,66,30.57,53.12,Cotton,76.94
8.22,39.84,16,16,18,22.31,80.93,Cotton,63.86
6.83,30.46,135,38,31,27.45,69.97,Cotton,62.11
6.83,53.2,57,55,104,32.0,43.31,Maize,29.89
6.09,31.69,63,45,43,19.07,76.85,Cotton,65.64
8.31,46.41,81,61,66,26.73,32.0,Cotton,67.37
8.24,13.68,26,52,43,37.37,52.32,Wheat,74.84
7.83,47.44,107,22,27,29.51,65.04,Cotton,45.6
6.79,43.15,82,63,37,22.83,70.78,Rice,77.25
6.74,28.27,119,17,43,18.12,90.53,Cotton,63.19
7.21,59.51,65,50,103,43.24,35.66,Sugarcane,129.83
6.71,49.9,25,61,112,44.25,30.49,Wheat,59.65
8.3,57.75,47,6,73,22.37,39.9,Rice,85.53
8.41,37.9,25,74,104,29.18,86.58,Rice,80.07
5.85,59.92,20,5,73,24.15,47.51,Cotton,49.42
5.77,48.3,134,30,145,18.24,66.29,Wheat,35.5
5.79,38.6,98,9,115,22.01,62.74,Rice,92.14
7.83,17.41,101,74,8,18.29,65.65,Sugarcane,129.34
7.1,20.15,53,56,41,32.92,30.05,Cotton,84.02
6.37,31.9,58,54,71,41.24,68.6,Cotton,69.9
7.17,50.06,123,10,61,42.31,54.56,Rice,106.67
7.85,38.2,79,37,101,43.13,82.1,Cotton,59.6
5.57,51.08,148,12,137,21.23,60.0,Cotton,51.27
5.79,41.8,124,67,92,18.87,56.05,Wheat,42.21
6.56,47.82,109,30,66,18.72,79.56,Wheat,43.98
6.62,59.44,109,54,147,17.57,65.13,Wheat,28.46
8.23,10.33,42,53,125,41.82,75.97,Sugarcane,153.84
7.61,49.67,103,33,141,16.29,53.56,Maize,33.39
7.51,20.67,67,35,15,15.3,63.03,Sugarcane,124.73
7.75,31.92,45,36,30,36.32,55.07,Wheat,67.67
8.24,37.01,49,22,114,31.2,36.88,Wheat,62.99
6.05,16.95,56,49,39,43.92,72.45,Maize,57.07
7.85,26.28,19,23,113,40.72,94.26,Maize,55.5
7.47,19.72,136,32,87,42.57,85.0,Maize,51.29
6.75,55.73,41,13,143,37.65,48.06,Sugarcane,111.52
5.83,45.86,19,31,145,43.08,42.55,Maize,51.83
7.0,59.7,107,30,43,43.61,63.27,Sugarcane,111.48
7.37,48.14,120,79,22,26.15,75.87,Wheat,36.46
7.25,12.23,136,47,86,15.25,48.56,Rice,108.26
7.4,56.12,25,18,43,24.71,93.51,Maize,26.85
5.74,46.24,100,17,73,16.13,34.66,Wheat,44.07
7.91,12.69,127,65,40,16.21,39.05,Maize,58.3
7.04,59.26,87,40,149,31.29,65.93,Rice,83.54
7.87,11.25,111,72,36,33.95,51.23,Cotton,91.08
6.07,23.79,96,39,71,17.64,57.54,Wheat,63.96
5.83,44.14,109,15,119,21.17,69.63,Sugarcane,110.9
7.52,13.51,92,35,6,43.77,43.68,Rice,127.88
8.11,17.82,128,25,135,15.85,35.05,Cotton,77.93
7.67,37.73,134,47,27,31.88,94.76,Sugarcane,117.48
6.32,28.06,68,49,98,35.09,37.85,Wheat,66.71
8.27,51.39,21,49,132,22.74,94.41,Cotton,41.22
8.45,10.78,50,44,76,16.13,40.47,Maize,64.85
6.27,46.01,43,5,14,27.47,54.59,Cotton,53.92
8.41,56.82,65,40,94,34.81,44.37,Rice,85.9
5.65,14.97,61,71,89,40.79,65.32,Rice,110.62
6.46,54.3,15,71,125,16.57,67.62,Cotton,41.73
8.5,49.26,41,57,30,17.36,32.25,Wheat,52.21
7.57,58.43,79,14,110,18.35,81.73,Wheat,27.55
7.19,49.79,28,74,94,28.15,32.99,Wheat,46.27
5.93,35.63,143,33,23,34.05,40.4,Cotton,71.74
8.18,37.97,29,6,36,38.52,91.02,Sugarcane,118.7
8.1,11.44,27,6,5,19.21,38.93,Rice,112.14
5.72,25.89,35,10,30,28.19,64.04,Maize,52.12
5.55,18.65,139,78,85,17.34,76.16,Maize,53.49
5.6,28.13,51,72,108,27.91,88.84,Cotton,63.94
6.6,58.19,125,11,68,21.34,35.51,Rice,76.97
7.12,46.83,128,78,13,20.68,50.61,Maize,34.66
7.33,15.93,104,61,140,25.13,44.43,Sugarcane,135.71
8.18,44.6,109,16,81,32.23,70.21,Wheat,54.48
6.46,45.42,12,12,34,22.6,41.84,Wheat,50.42
6.23,21.61,80,66,114,40.58,77.77,Wheat,67.66
6.3,45.27,27,74,31,30.14,49.1,Cotton,71.43
5.66,35.19,72,40,96,25.85,86.35,Sugarcane,124.07
5.94,27.87,131,49,137,18.84,72.99,Maize,44.46
7.46,21.71,61,9,16,41.08,37.81,Sugarcane,140.62
7.54,41.41,71,33,87,22.85,45.89,Cotton,69.07
7.7,55.39,124,8,141,31.41,45.4,Cotton,52.41
8.42,59.77,95,77,107,38.04,92.08,Wheat,35.48
8.17,22.74,90,77,14,21.28,40.17,Sugarcane,145.05
8.05,21.6,127,43,97,37.99,56.62,Sugarcane,133.92
8.16,58.18,79,61,119,21.56,63.42,Rice,71.27
6.33,10.14,97,45,113,41.96,32.65,Wheat,79.91
5.63,54.29,149,59,145,23.86,54.37,Cotton,58.35
8.35,22.36,71,76,120,17.72,78.03,Sugarcane,115.64
7.65,44.47,51,14,127,37.85,71.44,Maize,42.76
6.32,17.65,117,30,134,34.87,53.89,Sugarcane,145.74
8.33,27.17,70,59,114,42.19,58.47,Wheat,61.33
6.47,42.7,139,18,142,16.73,37.7,Rice,79.62
6.88,46.17,30,23,83,28.86,45.77,Maize,54.19
7.76,36.99,12,12,43,18.17,42.88,Sugarcane,131.75
8.0,46.05,14,62,109,16.1,75.38,Wheat,41.74
6.44,41.9,53,61,137,43.35,40.52,Maize,56.82
7.76,50.0,40,27,62,24.08,62.3,Wheat,49.08
6.18,16.41,28,16,116,31.55,58.51,Wheat,71.61
6.2,45.95,126,47,104,24.76,74.18,Sugarcane,113.63
8.19,37.77,109,72,92,41.65,36.67,Rice,99.11
8.5,18.22,18,61,31,25.53,49.82,Rice,110.16
6.27,24.16,43,77,140,27.68,94.35,Wheat,52.82
6.61,28.31,126,15,56,25.58,73.48,Cotton,64.78
7.19,41.8,130,76,101,34.63,48.85,Rice,98.64
7.32,35.22,106,46,81,31.14,65.85,Sugarcane,133.21
8.26,59.51,84,6,33,19.23,54.97,Rice,77.2
7.22,59.99,20,11,81,17.65,83.44,Cotton,33.33
6.98,13.58,34,52,8,18.22,49.25,Rice,106.21
7.19,38.99,145,20,133,20.97,70.09,Maize,41.62
7.12,31.17,75,12,31,31.22,87.01,Rice,86.88
7.99,36.59,18,61,49,31.2,72.06,Wheat,59.3
7.54,15.46,45,7,47,27.25,79.59,Cotton,79.87
5.87,19.58,84,32,113,34.9,75.79,Maize,60.77
7.92,42.86,76,54,108,26.57,40.32,Maize,51.13
5.82,42.41,126,45,55,29.36,65.3,Sugarcane,113.35
5.82,26.43,96,62,49,15.81,30.03,Sugarcane,136.16
7.88,25.75,106,40,72,42.9,77.4,Maize,47.52
5.91,48.12,143,60,49,41.67,32.83,Sugarcane,123.64
6.75,39.68,21,66,44,21.32,34.02,Maize,53.57
5.98,26.65,114,45,16,35.0,49.47,Rice,110.01
7.97,47.11,143,6,66,44.5,55.19,Sugarcane,130.37
6.77,36.8,65,71,63,36.36,73.9,Sugarcane,128.35
8.34,28.36,41,49,89,19.81,75.33,Sugarcane,121.1
7.99,26.6,130,45,5,34.66,74.01,Cotton,74.2
6.97,44.35,24,23,114,30.85,47.14,Maize,34.98
6.66,55.89,145,69,135,27.7,85.56,Rice,70.03
7.07,25.57,126,5,26,22.8,48.83,Rice,98.73
7.37,29.33,89,23,26,26.31,60.07,Cotton,62.77
5.99,29.61,37,51,89,23.33,80.94,Rice,91.98
5.68,18.7,76,17,43,30.66,63.51,Maize,53.26
5.9,16.24,30,69,28,43.1,67.52,Rice,111.74
7.68,11.45,18,41,20,30.07,74.36,Wheat,68.23
7.01,57.55,50,49,20,25.03,54.54,Sugarcane,110.75
7.65,48.79,59,74,83,15.17,39.89,Sugarcane,114.88
8.03,15.07,131,52,109,35.81,94.55,Wheat,59.93
6.05,36.88,67,60,144,39.8,62.92,Cotton,68.71
8.08,52.17,108,76,128,37.27,39.99,Wheat,51.19
7.62,53.77,78,23,110,27.5,77.33,Sugarcane,107.22
6.31,25.7,34,39,91,37.5,82.17,Cotton,65.33
6.0,59.27,47,25,28,15.09,76.21,Rice,67.39
7.19,56.88,140,43,96,40.61,91.98,Cotton,43.58
7.89,49.31,138,37,42,44.34,86.74,Cotton,53.68
5.82,30.68,77,16,49,16.0,78.93,Rice,82.61
7.23,37.22,56,70,47,29.9,65.13,Wheat,49.26
8.33,30.63,139,22,132,35.22,79.22,Sugarcane,122.04
7.01,27.84,147,25,127,40.69,42.7,Wheat,65.84
8.32,49.72,119,14,53,29.57,68.57,Maize,35.71
5.73,55.2,31,21,111,15.41,56.45,Wheat,38.23
6.2,27.37,39,25,94,19.32,74.19,Maize,40.06
7.4,48.8,130,65,142,32.04,70.05,Sugarcane,111.14
6.75,58.75,144,9,5,29.15,89.47,Sugarcane,101.11
8.44,49.74,67,47,6,21.5,36.51,Wheat,54.41
5.95,18.33,40,42,26,33.72,70.88,Wheat,73.46
6.0,50.85,72,8,137,18.69,42.25,Rice,77.5
7.95,11.68,125,35,53,38.21,45.02,Sugarcane,144.98
7.6,22.74,120,72,100,18.78,58.56,Rice,95.37
5.99,47.56,141,41,67,35.3,49.93,Rice,88.94
8.05,48.31,68,49,95,19.71,76.08,Rice,83.37
7.46,53.62,127,72,116,24.58,92.3,Wheat,30.77
7.69,15.04,130,13,70,35.81,77.82,Wheat,67.94
6.32,11.35,114,12,101,42.02,91.98,Wheat,74.99
6.22,13.7,149,79,104,38.39,56.61,Rice,119.14
5.93,49.75,55,8,61,15.77,48.32,Cotton,44.42
5.56,11.18,43,30,117,34.29,41.34,Sugarcane,147.32
8.02,55.71,22,36,137,39.54,45.67,Sugarcane,115.22
5.99,33.76,146,32,26,23.38,60.49,Rice,98.71
5.84,57.22,51,57,104,39.36,90.33,Wheat,34.35
6.47,51.61,26,65,14,21.19,72.1,Sugarcane,105.75
7.25,23.26,116,38,37,32.56,84.74,Maize,53.82
5.86,24.59,134,23,27,24.63,81.93,Rice,89.92
7.53,27.43,83,6,52,29.87,59.43,Sugarcane,128.52
5.61,53.99,38,62,74,27.71,35.58,Maize,40.15
7.29,11.36,68,48,69,30.72,68.48,Maize,62.17
6.07,23.76,25,11,48,25.3,84.75,Rice,90.62
7.85,59.16,117,27,108,42.01,65.59,Wheat,47.11
5.66,41.41,57,75,12,43.82,41.07,Sugarcane,131.09
6.34,23.67,112,25,38,37.31,44.76,Sugarcane,142.68
7.06,21.68,60,67,140,15.08,68.14,Sugarcane,122.47
7.32,47.28,88,18,104,18.07,51.89,Maize,32.0
6.28,15.9,86,76,141,22.99,70.41,Maize,60.48
